review,sentiment
玩过9之后想继续玩这一系列的作品 就找了这个好评率也很高的来玩只能说我太喜欢这个游戏的画风，剧情，每个角色设定和背景音乐等等等等方面 尤其是岛屿部分的背景音完全可以下载来当睡眠曲好嘛开发者们真的是诚意满满——手稿，收集的众神设定的卡片，各个场景的背景图还有过场动画都非常精细表白开发组全体成员！！有一点我不太喜欢或者说我不够擅长的地方 寻找物品的小游戏真的总是会点错或者死活找不到 找东西那里用掉了我五个提示 有的并不是眼力 而是会被挡在别的物品下面或者内部 你得点到那个遮蔽物才有机会找到他 这就很坑了 找不到某样东西的时候我就觉得满屏幕都是那个遮蔽物 导致错很多次 所以没拿到全部的成就 也是挺遗憾的,1
给三星全看情怀。。还有一星看着图一上许嵩的玫瑰花的葬礼的名字给的😄😄。。以前玩文字游戏这种没玩多少，玩的更多的是一个叫“非仙勿扰”的QQ空间游戏(偷爸***手机玩的😂)，玩到60多级，那游戏空间里现在还有。有点怀念，每次我爸一趟下，我就溜进他房间，扣下他手机袋里的手机，打开浏览器玩文字游戏，然后月末被手机话费欠费被发现于是被大骂一顿的场景，现在玩这类游戏，真没有当时那心惊肉跳(用词不当)，激动人心的快感😂😂。,1
连皮都没模仿好，还谈内涵? 还能比肩暗黑 流亡  泰坦 恐怖黎明，不知道这么大的公司做出这么低水准的。整天就知道唬弄小孩，捞银子。,0
隔壁迷你都没这么显眼，这已经不是抄袭了吧，这都是照搬了好吧，做的游戏什么样心里能不能有点数,0
玩了有11个赛季了（TapTap计时有点蛋疼），刚开始给我的感觉就是很吸引人。自己组建的队伍常规赛全胜，然后夺得总冠军，这是本一件多么让人开心兴奋的事情。但，随着时间的推移，六星球员遍地都是，拍卖全是抬价的，仿佛就在跟我说没钱你买个屁？不充钱你玩个屁？感谢陪伴，只希望可以改变一下。不要总想着圈钱（虽然这游戏也快凉了，圈钱也正常）,0
经营养成类，套路都是这样的，刚玩了一会但是不造后面有没有角色剧情之类的，有的话会很好。没有剧情的话热情很快就没了。如果主角就一个的话可考虑换个双线之类的。看到下面有评论说会卡，我觉得我手机内存还是挺足的，网络也应该没有问题。但在扩大和缩小还有移动场景的时候都反应很慢，文字速度渐出方式都很奇怪，跳过按钮不明显开始我都没找到。而且一些按钮戳起来也不灵敏比如回收道具，还有确认任务的时候。我一般都要戳两遍。教程做的也不是很人性化。(๑´ㅂ`๑)额。。。我是不是要求有点多。。。总之这种休闲不肝的游戏还是很好的Ծ ̮ Ծ,1
也不是很糟，愿意给好评鼓励一下。玩过无双大蛇的都知道背景故事就是一个框架，重点是游戏让人感到愉悦。玩法上其实比率土之滨丰富了许多，就是感觉有点想法多了点，小小的屏幕里有点不够简洁，有点点乱？我觉得新手可能不会很好适应这个设计。还有，那个广告要不做成透明的吧，信件也被挡，武将技能也被挡，实在是烦死了。。。愁死我了，这也太能掉线了，，，两分钟一卡。。。,0
等下，不仅游戏起盗的饥荒，名字盗的貌似也是另一个盗版游戏吧……,0
从小学开始玩网页版，一开始的强化武器几率制，武器可以购买永久都挺不错，自从初中出了vip，把强化改成经验制，这个游戏就变了，直到改了宝珠系统，就彻底弃了，本来想看看手游是什么样，结果只能说失望，果然两个没钱玩nmb的公司走在一起，就不会有啥好结果…,0
标题抄袭我的世界，内容抄袭饥荒如此清新脱俗的抄袭手法跟隔壁的迷你世界有的一拼。具体的抄袭程度也不用再说了评论区有，一星好评！,0
想矮人的第一天。现在想起来，大概在我高三那年入的虚荣的坑，现在马上大三，算起来也快三年了。当是真的是被虚荣的特效，画质给吸引。即使点触再难上手，也依然坚持了下来。即使网络再不好，也经常会掏出来玩儿一玩儿。下课十分钟开把闪电战，是那时最快乐的事。不知道什么时候，虚荣开始变味。现在玩起来，真的没了以前那种感觉。以前，不管走到哪儿，都会给身边的朋友们疯狂安利虚荣。现在不会了，不知道是累了，还是觉得没那个必要了。三年时间，虚荣的变化太大了。卡片，走了。当初说好的会以另一种形式再次出现在我们面前，然而到现在还没有消息。接着，蓝图，天赋，摇杆，5v5，相继出现在我们面前。新英雄，新皮肤，新模式，新UI，吸引着新的血液，但没人能发现，一些较老的血液渐渐也开始地消失了。三年来，氪了近1k，皮肤还差20个左右就齐了。虽然段位不高，但依然能玩儿得很开心。虚荣给我的感觉，没了以前的那种惊艳，没以前那样吸引人了。如果我在他在我心中变得平常之前离开，他带给我的那些惊艳，那些美好的回忆，就会永远的留在我的心中吧。所以，也是时候说再见了。再见了，卡片再见了，回声再见了，海希安药水再见了，禁忌的问号再见了，虚荣。最后一句：虚荣在我心中，永远是最好的moba游戏。,1
玩了一天，不知道怎么让手机挂机不休眠。又删掉重新装，想看看安装时是否有选择。。没登陆。。。一星扣在左右查看农场的操作上。。。放屏幕2边有点不爽。。在功能.社交2个按钮的两边比较好。。准心在手指下也是个问题。搞得我西瓜很难打在同一点。。。附上终极调西瓜攻略:3个西瓜。。。每个多延迟1秒。肯定行。2个西瓜，看第三炮，第三炮快了，那么你第二个西瓜的延迟就减少一点，第三炮慢了，第二个西瓜延迟就增加一点。目前以我的进度来看，挂机也不需要手点也能达到最大收益,1
PC端，+保底一星。画面及格，+保底一星。玩法创新，+保底一星。无VIP圈钱，+保底一星。缺点，第一，平衡太差，暴雪都做不到，就不能太高要求。不扣星。第二，游戏图标，太黑暗向，个人扣一星。综合，四星。,1
玩这个游戏挺容易想到之前qq大厅里面的大家来找茬不过游戏加入了旅行的元素，还是颇为新颖的跟楼下那位一样，希望能改成横屏还有就是加好友这边…不清楚怎么加诶另外啊，可能我眼神有问题…第一关花了很久才过…第二关现在都没过…,1
支持同行！不过从游戏来说还是很不错的 很有创意 还有一些小bug哈 比如推水里的箱子箱子会沉下去 然后去别的场景再回来就又有了 还有我刚手贱把一个箱子推到场景外就再也没有了…… 不过总体还是很棒的！慢慢来嘛 顺便 注意头发啊兄弟 建议能添加一个输入记录之类的 既然叫CMD嘛 就该有按↑调出上一条指令啥的 毕竟没有编译器提示嘛 输着还是有点累~——————————————————————————————————基本上绝大部分关卡都能用Push和Swap来完成…玩到后面会有点乏味  如果给各个object加上一个边界怎么样   超出边界自动毁灭之类的  虽然增加了开发难度不过增强了趣味性  或者每一关给定固定的Push和Swap次数怎么样？,1
起手式：没玩过天下端游官网说今天安卓开了新服，我昨天就下载好了然后还抢到了激活码，马上就进去一看，卧槽3个服？然后点了个最新的服务器就开始玩了，一上来就丢了个不能跳过的过场动画，然后就是新手关卡，没啥新意。正式进游戏了，浓浓的猪厂气息以及祖传手游UI，然后看了半天没找到VIP，好评，不过首充累充还是有。画面确实是屌的1b，大概是5年前的端游水平吧，用的pro5开中画面都有点顿卡。然后就是国产标志性的自动寻路 自动打怪，我就看风景就好了。。。剧情方面槽点太多，不知道从何说起了，印象最深的就是主角不小心杀了个朋友，十分难过，于是随便找了个花坛把他埋了。。。。。。。。。。。😂2小时后怒删，玩到了40级，手机电用了很多，非常非常非常烫，但是不知道玩了什么全程就是自动，画面确实叼，水里有鱼，但是人走上去一点波纹都没有。点开活动，一大坨每日任务副本啥啥啥的，没错，就是一大坨，日常估计要清2个小时，晚上7点左右上线活动能让你玩到转点。。。而且各种活动和梦幻手游神似。作为一个放置游戏爱好者表示懵逼，可能这游戏目标是极其重度手游玩家。总的来说和前几天的阴阳师一样，什么都好，就是不好玩。重度手游爱好者可以尝试一下，休闲玩家进去跑跑地图看看风景就好了。总分：3画面：5剧情：2玩法：2第一次写长篇有什么不对的地方多多包涵😂对了，这个游戏正确的打开方式应该是电脑在官网下个桌面版玩耍😂公测又下载看了一下，画面被阉割惨了，强烈建议电脑玩，根本不是一个档次的！,0
